_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
885,166323966,17211672,18,2017-11-01T22:29:00,"Lincoln Ave & Joshua St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,1201,9,2,-79.8928035,40.47048138
886,166325516,17211678,0,2017-11-01T22:30:00,"100 Block Rochelle St Pittsburgh, PA 15210",N,Knoxville,3,99,901 Criminal Attempt,3001,3,4,-79.98808369,40.41512107
2465,-2848056780,17211692,14,2017-11-01T22:50:00,"900 Block Grand Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,CRIM MISCHIEF,3304 Criminal Mischief.,2715,1,1,-80.0239586,40.47575349
887,-2862003013,17211693,0,2017-11-01T23:32:00,"5700 Block Melvin St Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): ,1413,5,3,-79.92408134,40.43049926
1014,166326123,17211694,11,2017-11-01T23:52:00,"100 Block Rhine Pl Pittsburgh, PA 15212",N,Spring Hill-City View,1,THEFT OF SERVICES,"3926(a)(1) Theft of Services; Cable, Gas, Taxi, Bill, Tab, etc. / 903 Criminal Conspiracy.",2620,1,1,-79.99409859,40.4667862
3336,166755534,17217131,6,2017-11-01T23:59:00,"1400 Block Centre Ave Pittsburgh, PA 15219",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-79.98769558,40.44040542
1029,166474128,17213598,11,2017-11-02T00:01:00,"1700 Block El Paso St Pittsburgh, PA 15206",N,Stanton Heights,5,THEFT BY DECEPTION,3922 Theft by Deception.,1018,7,2,-79.92988546,40.48639307
2144,166884438,17219767,14,2017-11-02T00:30:00,"100 Block 10th St Pittsburgh, PA 15222",N,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief.,201,6,6,-79.99656522,40.44638251
889,166329826,17211713,10,2017-11-02T00:54:00,"7000 Block Apple Ave Pittsburgh, PA 15208",Y,Homewood North,5,RECKLESSLY ENDANGER ANOTH PER,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2705 Recklessly Endangering Another Person. / 2903 False Imprisonment.,1301,9,2,-79.89895344,40.46460563
2590,166329398,17211718,10,2017-11-02T01:04:00,"3700 Block Forbes Ave Pittsburgh, PA 15213",N,Central Oakland,4,TERRORISTIC THREATS,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,405,3,3,-79.95736834,40.44102425
3294,166329941,17211742,0,2017-11-02T01:48:00,"2400 Block Park Hill Dr Pittsburgh, PA 15221",N,East Hills,5,99,9999 9999 - (Misc. Incident): ,1306,9,2,-79.87380288,40.45582712
888,-3073001412,17211745,99,2017-11-02T01:56:00,"900 Block Western Ave Pittsburgh, PA 15212",N,Perry South,1,FALSE BURGLAR ALARM,9488 False  Burglar Alarm,2614,1,1,-80.01680324,40.45207945
2658,-3040001670,17212079,5,2017-11-02T02:00:00,"400 Block Knox Ave Pittsburgh, PA 15210",N,Allentown,3,BURGLARY,3502 Burglary.,1803,3,4,-79.99114888,40.41910003
3232,166329530,17211736,0,2017-11-02T02:11:00,"100 Block Kathleen St Pittsburgh, PA 15211",N,Mount Washington,3,99,9999 9999 - (Misc. Incident): ,1807,3,5,-80.00434195,40.4253566
2552,166329713,17211765,0,2017-11-02T02:49:00,"1100 Block Langtry St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9998 Overdose Other,2715,1,1,-80.02818677,40.47742159
1515,166364421,17211089,23,2017-11-02T02:55:00,"100 Block S 19th St Pittsburgh, PA 15203",Y,South Side Flats,3,PUBLIC DRUNKENESS,5505 Public Drunkenness,1702,3,4,-79.97945115,40.42812885
2660,166439926,17212950,0,2017-11-02T03:00:00,"1900 Block S 18th St Pittsburgh, PA 15203",N,South Side Slopes,3,99,9999 9999 - (Misc. Incident): ,1706,3,4,-79.97948998,40.42463864
2591,166333742,17211763,18,2017-11-02T03:00:00,"Tripoli St & Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 4303 General Lighting Requirements. / 1543 Driving While Operating Privilege is Suspended or Revoked.,2304,1,1,-80.00245266,40.45569118
972,167106463,17211785,23,2017-11-02T03:31:00,"1600 Block Crucible St Pittsburgh, PA 15220",Y,Crafton Heights,6,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503 Disorderly Conduct. / 5506 Loitering and Prowling at Night,2814,2,5,-80.05178395,40.44750233
1803,-2769000726,17211781,99,2017-11-02T03:31:00,"700 Block River Ave Pittsburgh, PA 15212",N,North Shore,1,FALSE BURGLAR ALARM,9488 False  Burglar Alarm,2205,1,1,-79.99628863,40.45009792
2401,166334373,17211785,23,2017-11-02T03:31:00,"1600 Block Crucible St Pittsburgh, PA 15220",Y,Crafton Heights,6,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503 Disorderly Conduct. / 5506 Loitering and Prowling at Night,2814,2,5,-80.05178395,40.44750233
2402,166334536,17211803,10,2017-11-02T04:43:00,"2200 Block Lutz Ave Pittsburgh, PA 15210",Y,Carrick,3,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",2902,4,4,-79.98542216,40.3913222
906,166359310,17211840,9,2017-11-02T06:00:00,"5200 Block Keystone St Pittsburgh, PA 15201",Y,Upper Lawrenceville,2,TAMPER WITH/FAB PHYS EVIDENCE,"4910 Tampering with or Fabricating Physical Evidence. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 907 Possessing Instruments of Crime. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",1011,7,2,-79.95265393,40.47940414
2403,166335272,17170775,6,2017-11-02T06:21:00,"2500 Block Bedford Ave Pittsburgh, PA 15219",Y,Central North Side,1,THEFT,"3921 Theft by Unlawful Taking or Disposition. / 5126 Flight to Avoid Apprehension, Trial or Punishment.",2206,6,3,-79.97278341,40.45052409
1544,166334684,17211822,0,2017-11-02T06:30:00,"300 Block N Craig St Pittsburgh, PA 15213",N,North Oakland,4,99,9999 9999 - (Misc. Incident): Possible Drug Activity,507,8,3,-79.94938724,40.44559065
3347,166411238,17211831,14,2017-11-02T06:40:00,"3800 Block Bigelow Blvd Pittsburgh, PA 15213",N,Upper Hill,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,506,6,3,-79.95511098,40.45687624
1805,166363753,17211983,6,2017-11-02T06:59:00,"20 Block Bailey Ave Pittsburgh, PA 15211",N,Mount Washington,3,THEFT FROM AUTO,3934 Theft from Vehicle,1807,3,4,-80.00446134,40.42704913
2533,-2848056785,17211835,0,2017-11-02T07:05:00,"300 Block E North Ave Pittsburgh, PA 15212",N,Mount Washington,1,99,9999 9999 - (Misc. Incident): Nonreportable crash,1914,1,1,-80.00964027,40.45494869
927,166344446,17211839,0,2017-11-02T07:15:00,"2400 Block Smallman  St Pittsburgh, PA ",N,Central Business District,2,99,9134 Pedestrian Hit by Vehicle/Non-Reportable Accident,201,7,6,-79.98110287,40.45397075
2625,-2990002723,17211853,27,2017-11-02T07:55:00,"N Highland Ave & Stanton Ave Pittsburgh, PA 15206",N,Highland Park,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1102,9,2,-79.92102494,40.4696899
978,166372053,17212043,14,2017-11-02T08:00:00,"20 Block Nobles Ln Pittsburgh, PA 15210",N,Carrick,3,CRIM MISCHIEF,3304 Criminal Mischief.,2901,4,4,-79.99095114,40.40355991
2554,166364769,17211878,0,2017-11-02T08:00:00,"2500 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,99,9999 9999 - (Misc. Incident): ,1609,3,4,-79.96981763,40.42747712
3233,166343248,17211861,11,2017-11-02T08:00:00,"5800 Block Northumberland St Pittsburgh, PA 15217",N,Squirrel Hill North,4,IDENTITY THEFT,4120 Identity Theft,1403,8,3,-79.92328792,40.44137231
3365,-2914011948,17211874,27,2017-11-02T08:00:00,"1200 Block Chelton Ave Pittsburgh, PA 15226",N,Brookline,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1918,4,4,-80.01042621,40.38362781
2466,166345743,17211870,27,2017-11-02T08:10:00,"Woodville Ave & Saw Mill Run Blvd Ramp Pittsburgh, PA 15220",N,West End,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2019,,,0,0
3274,166344797,17211872,27,2017-11-02T08:10:00,"Woodville Ave & Saw Mill Run Blvd Ramp Pittsburgh, PA 15220",N,West End,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2019,,,0,0
997,166450890,17213081,27,2017-11-02T08:30:00,"Mc Candless St & Keystone St Pittsburgh, PA 15201",Y,Upper Lawrenceville,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 1501 Drivers Required to be Licensed.,1011,7,2,-79.95193799,40.48051625
3275,166347328,17211920,27,2017-11-02T08:30:00,"5800 Block Walnut St Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,705,8,2,-79.92856367,40.45264809
3309,166370589,17212076,6,2017-11-02T08:30:00,"200 Block Edmond St Pittsburgh, PA 15224",N,Bloomfield,5,THEFT FROM AUTO,3934 Theft from Vehicle,809,7,2,-79.94754987,40.46520812
3324,166347345,17211904,29,2017-11-02T09:00:00,"700 Block Johnston Ave Pittsburgh, PA 15207",N,Glen Hazel,4,RUNAWAYS - JUVENILE,029 Missing Juvenile,1504,5,3,-79.93341101,40.40578844
2468,166354169,17211949,0,2017-11-02T09:46:00,"3400 Block 5th Ave Pittsburgh, PA 15213",N,Central Oakland,4,99,9999 9999 - (Misc. Incident): Scam phone call,405,6,3,-79.96178778,40.43912007
3276,166349599,17211940,6,2017-11-02T09:59:00,"2600 Block Smallman St Pittsburgh, PA 15222",N,Strip District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,203,7,6,-79.97847225,40.45580193
2510,166375380,17212108,11,2017-11-02T10:00:00,"1600 Block Marquis Way Pittsburgh, PA 15212",N,California-Kirkbride,1,THEFT BY DECEPTION,3922 Theft by Deception.,2507,6,1,-80.01808255,40.45822646
1516,166376492,17212114,99,2017-11-02T10:05:00,"1400 Block Benton Ave Pittsburgh, PA 15212",N,Brighton Heights,1,FOUND PROPERTY,9489 Found Property,2701,1,1,-80.03703325,40.48439084
2555,166365781,17211963,10,2017-11-02T10:46:00,"1700 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,HARRASSMENT,2709 Harassment (Non-Specific),1702,3,4,-79.98186901,40.4285852
3253,166364098,17211976,6,2017-11-02T10:50:00,"1800 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,305,6,3,-79.98289274,40.44191944
1047,-3134001146,17211986,0,2017-11-02T11:00:00,"1100 Block Onondago St Pittsburgh, PA 15218",N,Swisshelm Park,4,99,9998 Overdose Other,1411,5,3,-79.90694105,40.42196138
3408,166365706,17211981,0,2017-11-02T11:00:00,"5800 Block Wilkins Ave Pittsburgh, PA 15217",N,Squirrel Hill North,4,99,901 Criminal Attempt,1403,8,3,-79.92353655,40.44368152
2508,166365460,17212003,27,2017-11-02T11:30:00,"3300 Block Ward St Pittsburgh, PA 15213",N,South Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,409,3,3,-79.95484339,40.43314887
3341,-3057001388,17212000,99,2017-11-02T11:40:00,"1800 Block Bedford Ave Pittsburgh, PA 15219",N,Central Business District,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),201,6,3,-79.98540111,40.44517821
479,166549116,17215049,6,2017-11-02T12:00:00,"3600 Block Frazier St Pittsburgh, PA 15213",N,South Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,409,3,3,-79.95554337,40.43051529
1683,166378895,17212146,6,2017-11-02T12:00:00,"4400 Block Davison St Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,902,7,2,-79.95764537,40.47002581
2457,166400586,17212333,27,2017-11-02T12:00:00,"Frew Ave & Schenley Dr Pittsburgh, PA 15217",N,Squirrel Hill North,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1401,5,3,-79.94818522,40.44079909
1682,166374932,17212016,11,2017-11-02T12:14:00,"200 Block Forbes Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT BY DECEPTION,3922 Theft by Deception.,201,6,6,-80.0021799,40.44052406
1616,166381840,17212164,27,2017-11-02T12:30:00,"4800 Block Friendship Ave Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,809,7,2,-79.9463628,40.46126376
3279,166377662,17212054,99,2017-11-02T12:30:00,"300 Block E North Ave Pittsburgh, PA 15212",Y,Central North Side,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2206,1,1,-80.00964027,40.45494869
3254,166374424,17212042,0,2017-11-02T12:50:00,"8100 Block Frankstown Ave Pittsburgh, PA 15221",Y,Homewood North,5,99,9093 Indirect Criminal Contempt,1301,9,2,-79.88335605,40.45523686
1316,166952875,17212862,6,2017-11-02T13:00:00,"100 Block S Pearl St Pittsburgh, PA 15224",Y,Bloomfield,5,THEFT FROM AUTO,3934 Theft from Vehicle / 3925 Receiving Stolen Property. / 4906 False Reports to Law Enforcement Authorities. / 903 Criminal Conspiracy.,806,7,2,-79.94810945,40.46568717
2509,166369336,17212059,14,2017-11-02T13:00:00,"40 Block Grape St Pittsburgh, PA 15210",N,Knoxville,3,CRIM MISCHIEF,3304 Criminal Mischief.,3001,3,4,-79.98989622,40.4129771
3014,166823243,17212862,6,2017-11-02T13:00:00,"200 Block S Pacific Ave Pittsburgh, PA 15224",Y,Bloomfield,5,THEFT FROM AUTO,3934 Theft from Vehicle / 3925 Receiving Stolen Property. / 4906 False Reports to Law Enforcement Authorities. / 903 Criminal Conspiracy.,806,7,2,-79.94039879,40.46384076
3311,166378963,17212117,14,2017-11-02T13:00:00,"1200 Block Sheffield St Pittsburgh, PA 15233",N,Manchester,1,CRIM MISCHIEF,3304 Criminal Mischief.,2107,6,1,-80.02279197,40.45389165
3319,-2907048403,17212056,10,2017-11-02T13:03:00,"5000 Block Blair St Pittsburgh, PA 15207",N,Hazelwood,4,SIMPLE ASSAULT,2701 Simple Assault.,1501,5,3,-79.94705461,40.40783861
3308,166369150,17212063,11,2017-11-02T13:12:00,"3000 Block Naomi Dr Pittsburgh, PA 15207",N,Glen Hazel,4,CREDIT CARDS,4106 Access Device Fraud,1504,5,3,-79.92821238,40.40965987
929,-3033002020,17212070,99,2017-11-02T13:24:00,"300 Block Walter St Pittsburgh, PA 15210",N,Allentown,3,AIDED CASE,9497 Aided Case,1803,3,4,-79.99491996,40.4198827
2574,166435955,17212850,10,2017-11-02T13:24:00,"2300 Block Cobden St Pittsburgh, PA 15203",Y,South Side Slopes,3,HARRASSMENT,2709(a) Harassment. / 633.08 Dogs at Large Prohibited,1608,3,4,-79.97393583,40.42014387
2405,166375836,17212089,0,2017-11-02T13:44:00,"100 Block 46th St Pittsburgh, PA 15201",N,Central Lawrenceville,2,99,9998 Overdose Other,901,7,2,-79.9609951,40.47430539
3310,166374554,17212053,29,2017-11-02T13:45:00,"4000 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry North,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2602,1,1,-80.01986977,40.49117108
3318,166373184,17090184,99,2017-11-02T14:00:00,"600 Block First Ave Pittsburgh, PA 15219",Y,Central Business District,2,ARREST ON ATTACHMENT ORDER,9015 Failure To Appear/Arrest on Attachment Order,201,6,6,-79.99630099,40.43469659
3360,166400283,17212253,6,2017-11-02T14:00:00,"200 Block Melwood Ave Pittsburgh, PA 15213",Y,North Oakland,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,507,8,3,-79.94973754,40.45017805
1578,166382796,17212101,99,2017-11-02T14:12:00,"600 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,201,6,6,-79.99740551,40.44152525
938,166379109,17212124,0,2017-11-02T14:20:00,"Liberty Tunl Pittsburgh, PA 15226",N,Mount Washington,3,99,9999 9999 - (Misc. Incident): ,1903,,,0,0
3320,166378860,17212149,27,2017-11-02T15:00:00,"1200 Block Page St Pittsburgh, PA 15233",N,Manchester,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2107,6,1,-80.02206069,40.45198723
2406,-2782009371,17212130,10,2017-11-02T15:10:00,"1200 Block Thelma St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault.,2704,1,1,-80.0272407,40.46901337
2511,166381952,17212142,10,2017-11-02T15:14:00,"6400 Block Forward Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a)(3) Harassment No Legitimate Purpose / 7512 Criminal Use of Communication / 901 Criminal Attempt,1414,5,3,-79.91842449,40.42819554
2542,-2991011464,17212137,0,2017-11-02T15:25:00,"2000 Block 5th Ave Pittsburgh, PA 15219",N,West Oakland,4,99,9999 9999 - (Misc. Incident): Pedestrian hit by vehicle,402,6,3,-79.9775296,40.43800271
2535,166485088,17213922,17,2017-11-02T15:35:00,Zone 2,N,,2,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
930,166381693,17212159,29,2017-11-02T15:40:00,"1100 Block Haller St Pittsburgh, PA 15212",N,Brighton Heights,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2708,1,1,-80.03250723,40.49003091
1603,-3040001641,17212200,27,2017-11-02T15:45:00,"S 8th St & Bingham St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,4,-79.9910564,40.42939438
1604,166394328,17212174,5,2017-11-02T15:50:00,"1500 Block Steuben St Pittsburgh, PA 15220",N,Crafton Heights,6,BURGLARY,3502 Burglary.,2815,2,5,-80.05411534,40.44376808
3280,166391016,17212173,0,2017-11-02T16:02:00,"200 Block Rochelle St Pittsburgh, PA 15210",Y,Knoxville,3,99,607.07 Carrying Fascimiles of Firearms Prohibited,3001,3,4,-79.99062279,40.41505082
1074,-3029000118,17212186,0,2017-11-02T16:10:00,"600 Block COMMONWEALTH PLACE Pittsburgh, PA 15222",Y,Central Business District,2,99,907 Possessing Instruments of Crime. / 5902(e) Patronizing a Prostitute,201,6,6,-80.0064055,40.44173292
1073,-3029000079,17212188,0,2017-11-02T16:15:00,"600 Block Commonwealth Pl Pittsburgh, PA 15222",Y,Central Business District,3,99,907 Possessing Instruments of Crime. / 5902(e) Patronizing a Prostitute,201,6,6,-80.0064055,40.44173292
3315,166424229,17212723,10,2017-11-02T16:21:00,"2100 Block Sarah St Pittsburgh, PA 15203",Y,South Side Flats,3,HARRASSMENT,2709(a) Harassment.,1609,3,4,-79.97611962,40.42742259
3321,166396707,17212255,6,2017-11-02T16:30:00,"Walnut St & Summerlea St Pittsburgh, PA 15232",N,Shadyside,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,705,8,2,-79.93008256,40.45234432
2543,166393379,17212203,99,2017-11-02T16:35:00,"1200 Block Adon St Pittsburgh, PA 15204",N,Sheraden,6,AIDED CASE,9497 Aided Case,2022,2,5,-80.06180295,40.45315961
935,166402678,17212211,10,2017-11-02T16:43:00,"800 Block Memory Ln Pittsburgh, PA 15219",Y,Bedford Dwellings,2,HARRASSMENT,2709(a) Harassment. / 2709(a)(6) Harassment Communicates Repeatedly at Extreme Hours,509,6,3,-79.98045081,40.44831732
1581,166394957,17212213,6,2017-11-02T16:44:00,"Walton Ave & Midwood Ave Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2901,4,4,-79.99447478,40.39321742
933,-3029000167,17212190,0,2017-11-02T16:50:00,"600 Block COMMONWEALTH PL Pittsburgh, PA 15222",Y,Central Business District,2,99,907 Possessing Instruments of Crime. / 5902(e) Patronizing a Prostitute,201,6,6,-80.0064055,40.44173292
3352,166452546,17212227,10,2017-11-02T16:53:00,"600 Block Stanwix St Pittsburgh, PA 15222",N,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,6,-80.00472552,40.44340213
1579,166391081,17212222,3,2017-11-02T16:55:00,"300 Block Alice St Pittsburgh, PA 15210",N,Knoxville,3,ROBBERY,3701 Robbery.,3001,3,4,-79.99351988,40.40977947
932,166393934,17212337,6,2017-11-02T17:00:00,"Belleau Dr & Belleau St Pittsburgh, PA 15214",N,Fineview,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2509,6,1,-80.00712163,40.46171793
982,166432729,17212848,10,2017-11-02T17:04:00,"4200 Block Main St Pittsburgh, PA 15224",N,Bloomfield,5,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709 Harassment (Non-Specific),903,7,2,-79.9543986,40.46488523
2456,-3029000217,17212191,16,2017-11-02T17:05:00,"600 Block COMMONWEALTH PLACE Pittsburgh, PA 15222",Y,Central Business District,2,SOLICITING ANOTHER TO PATRONIZE A PROSTITUTE,5902(b)(4) Soliciting another to patronize a prostitute / 907 Possessing Instruments of Crime.,201,6,6,-80.0064055,40.44173292
2541,-2940000494,17212243,18,2017-11-02T17:05:00,"Spring St & Dengler St Pittsburgh, PA 15210",Y,Arlington,3,STOLEN PROPERTY - OTHER,"13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 1301 Registration and Certificate of Title Required. / 6501(a)(1) Scattering Rubbish; Any waste, dangerous or detrimental substance upon public property or waters",1603,3,4,-79.96764892,40.41555858
1076,166403522,17212168,10,2017-11-02T17:09:00,"4400 Block Sweetbay St Pittsburgh, PA 15207",Y,New Homestead,4,SIMPLE ASSAULT,2701 Simple Assault. / 3304 Criminal Mischief. / 3503 Criminal Trespass,3103,5,3,-79.91652905,40.39689398
